sample_index,filename,tags,branch_tags,paper_use,baseline_teds,phase5e_teds,delta_full_vs_baseline,horizontal_teds,vertical_teds,complexity_score,header_rows,row_count,max_width,span_tokens,rowspan_tokens,colspan_tokens,max_rowspan,max_colspan,span_area,gt_len,copied_image,image_path
1950,PMC5946411_003_00.png,row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.11612903225806448,1.0,0.8838709677419355,,,108.4,1,31,4,9,4,5,3,4,30,196,images/01950_PMC5946411_003_00.png,train_data/table/pubtabnet/val/PMC5946411_003_00.png
709,PMC3593172_002_00.png,row_col_span;long_range_dependency;vertical_dependency,,vertical branch / rowspan evidence;long-range relation evidence,0.0,0.0,0.0,0.0,0.0,108.4,1,12,4,13,13,0,2,1,26,102,images/00709_PMC3593172_002_00.png,train_data/table/pubtabnet/val/PMC3593172_002_00.png
4141,PMC2241647_010_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.9307692307692308,0.9307692307692308,0.0,,,108.4,2,19,12,10,0,10,1,2,20,290,images/04141_PMC2241647_010_00.png,train_data/table/pubtabnet/val/PMC2241647_010_00.png
1315,PMC3111341_004_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.7654867256637168,0.44799999999999995,-0.31748672566371683,,,107.8,1,30,7,8,0,8,1,7,41,265,images/01315_PMC3111341_004_00.png,train_data/table/pubtabnet/val/PMC3111341_004_00.png
36,PMC6060521_005_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.13580246913580252,0.13580246913580252,0.0,0.13580246913580252,0.13580246913580252,107.7,2,22,7,8,1,7,2,7,41,193,images/00036_PMC6060521_005_01.png,train_data/table/pubtabnet/val/PMC6060521_005_01.png
4898,PMC4930833_009_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6,0.6640826873385013,0.06408268733850131,,,107.60000000000001,2,26,14,6,4,2,6,6,36,408,images/04898_PMC4930833_009_01.png,train_data/table/pubtabnet/val/PMC4930833_009_01.png
2644,PMC4989486_003_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,,,107.6,1,39,2,10,0,10,1,2,20,180,images/02644_PMC4989486_003_00.png,train_data/table/pubtabnet/val/PMC4989486_003_00.png
4785,PMC5477802_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.40909090909090906,1.0,0.5909090909090909,,,107.30000000000001,2,22,9,7,1,6,2,9,46,228,images/04785_PMC5477802_005_00.png,train_data/table/pubtabnet/val/PMC5477802_005_00.png
373,PMC5980283_003_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,1.0,1.0,0.0,1.0,1.0,107.3,1,25,7,8,0,8,1,7,56,205,images/00373_PMC5980283_003_00.png,train_data/table/pubtabnet/val/PMC5980283_003_00.png
1719,PMC4236727_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.20512820512820518,0.8662420382165605,0.6611138330883554,,,107.1,2,19,7,9,7,2,6,2,26,185,images/01719_PMC4236727_003_00.png,train_data/table/pubtabnet/val/PMC4236727_003_00.png
1818,PMC6032105_005_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,0.0,-1.0,,,106.9,2,26,4,10,0,10,1,2,20,180,images/01818_PMC6032105_005_00.png,train_data/table/pubtabnet/val/PMC6032105_005_00.png
4943,PMC4708899_001_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.09004739336492895,1.0,0.909952606635071,,,106.5,1,37,5,8,0,8,1,5,40,255,images/04943_PMC4708899_001_00.png,train_data/table/pubtabnet/val/PMC4708899_001_00.png
777,PMC4929097_009_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.5346534653465347,1.0,0.4653465346534653,1.0,1.0,106.30000000000001,3,11,9,8,1,7,3,9,37,120,images/00777_PMC4929097_009_01.png,train_data/table/pubtabnet/val/PMC4929097_009_01.png
2436,PMC4819627_004_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency,,horizontal branch / colspan evidence;long-range relation evidence,0.0,0.9210526315789473,0.9210526315789473,,,105.19999999999999,1,14,5,11,0,11,1,4,44,102,images/02436_PMC4819627_004_00.png,train_data/table/pubtabnet/val/PMC4819627_004_00.png
2955,PMC4612412_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,0.35238095238095235,-0.6476190476190476,,,103.8,2,35,5,7,2,5,2,5,29,248,images/02955_PMC4612412_004_00.png,train_data/table/pubtabnet/val/PMC4612412_004_00.png
3805,PMC4045414_003_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.242603550295858,0.757396449704142,0.514792899408284,,,103.7,1,26,5,10,10,0,2,1,20,206,images/03805_PMC4045414_003_00.png,train_data/table/pubtabnet/val/PMC4045414_003_00.png
3243,PMC5934440_007_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.45033112582781454,1.0,0.5496688741721855,,,103.2,2,33,8,6,0,6,1,8,36,322,images/03243_PMC5934440_007_00.png,train_data/table/pubtabnet/val/PMC5934440_007_00.png
2610,PMC5224854_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,102.7,2,22,4,9,2,7,2,4,30,142,images/02610_PMC5224854_003_00.png,train_data/table/pubtabnet/val/PMC5224854_003_00.png
2455,PMC5704596_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.3739495798319328,1.0,0.6260504201680672,,,101.00000000000001,2,26,8,6,1,5,2,8,42,246,images/02455_PMC5704596_003_00.png,train_data/table/pubtabnet/val/PMC5704596_003_00.png
4165,PMC5311860_007_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.92,0.92,,,99.7,3,18,4,9,7,2,3,2,20,128,images/04165_PMC5311860_007_00.png,train_data/table/pubtabnet/val/PMC5311860_007_00.png
4414,PMC5903193_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6203703703703703,1.0,0.37962962962962965,,,99.2,3,32,9,5,2,3,3,7,18,358,images/04414_PMC5903193_004_00.png,train_data/table/pubtabnet/val/PMC5903193_004_00.png
4445,PMC4465734_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.42000000000000004,1.0,0.58,,,97.0,1,35,6,6,2,4,3,6,26,282,images/04445_PMC4465734_005_00.png,train_data/table/pubtabnet/val/PMC4465734_005_00.png
3274,PMC5568305_008_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.5709219858156028,1.0,0.42907801418439717,,,94.7,3,31,8,6,6,0,3,1,18,320,images/03274_PMC5568305_008_00.png,train_data/table/pubtabnet/val/PMC5568305_008_00.png
2459,PMC5911678_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,1.0,0.33939393939393936,-0.6606060606060606,,,92.99999999999999,2,23,6,6,2,4,3,6,28,186,images/02459_PMC5911678_004_00.png,train_data/table/pubtabnet/val/PMC5911678_004_00.png
644,PMC4254179_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.4370860927152318,0.4370860927152318,0.4370860927152318,0.4370860927152318,90.8,2,29,9,6,4,2,2,3,14,333,images/00644_PMC4254179_005_00.png,train_data/table/pubtabnet/val/PMC4254179_005_00.png
2009,PMC4112914_008_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.6674057649667406,0.975609756097561,0.3082039911308203,,,88.6,2,42,10,3,0,3,1,10,23,497,images/02009_PMC4112914_008_00.png,train_data/table/pubtabnet/val/PMC4112914_008_00.png
2372,PMC5853966_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.2272727272727273,1.0,0.7727272727272727,,,87.60000000000001,2,10,5,8,7,1,6,2,22,84,images/02372_PMC5853966_004_00.png,train_data/table/pubtabnet/val/PMC5853966_004_00.png
974,PMC5893687_006_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,dual_branch_complementary,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.461038961038961,0.461038961038961,0.0,0.4545454545454546,0.4545454545454546,87.25,3,11,13,5,2,3,3,7,18,171,images/00974_PMC5893687_006_00.png,train_data/table/pubtabnet/val/PMC5893687_006_00.png
975,PMC3846484_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,dual_branch_complementary,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.461038961038961,0.461038961038961,0.0,0.4545454545454546,0.4545454545454546,87.25,3,11,13,5,2,3,3,7,18,171,images/00975_PMC3846484_004_00.png,train_data/table/pubtabnet/val/PMC3846484_004_00.png
2987,PMC2673216_002_01.png,multi_level_header;long_range_dependency;tall_table;wide_table,,long-range relation evidence,0.5780346820809248,0.976878612716763,0.39884393063583823,,,87.10000000000001,14,17,9,0,0,0,1,1,0,191,images/02987_PMC2673216_002_01.png,train_data/table/pubtabnet/val/PMC2673216_002_01.png
821,PMC1386692_005_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;wide_table,dual_branch_complementary,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence;axis ablation evidence,0.02020202020202022,0.01851851851851849,-0.0016835016835017313,0.0,0.0,87.05000000000001,2,9,9,8,0,8,1,4,22,113,images/00821_PMC1386692_005_00.png,train_data/table/pubtabnet/val/PMC1386692_005_00.png
3137,PMC5301416_008_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6565656565656566,1.0,0.3434343434343434,,,87.0,2,24,11,6,1,5,2,2,12,328,images/03137_PMC5301416_008_00.png,train_data/table/pubtabnet/val/PMC5301416_008_00.png
1969,PMC5683536_004_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,86.75,1,23,3,8,8,0,3,1,18,133,images/01969_PMC5683536_004_00.png,train_data/table/pubtabnet/val/PMC5683536_004_00.png
672,PMC2427039_003_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,horizontal branch / colspan evidence;long-range relation evidence;axis ablation evidence,0.6359447004608295,1.0,0.3640552995391705,0.74235807860262,0.74235807860262,85.5,1,37,5,5,0,5,1,5,25,258,images/00672_PMC2427039_003_00.png,train_data/table/pubtabnet/val/PMC2427039_003_00.png
402,PMC3680923_003_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,dual_branch_complementary,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence;axis ablation evidence,0.7241379310344828,0.6676646706586826,-0.05647326037580014,0.6657303370786517,0.6657303370786517,84.7,3,20,15,4,0,4,1,6,16,344,images/00402_PMC3680923_003_00.png,train_data/table/pubtabnet/val/PMC3680923_003_00.png
2713,PMC5157081_003_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.25728155339805825,1.0,0.7427184466019418,,,84.6,1,29,6,5,0,5,1,6,30,226,images/02713_PMC5157081_003_00.png,train_data/table/pubtabnet/val/PMC5157081_003_00.png
2558,PMC3317104_002_01.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.23076923076923073,1.0,0.7692307692307693,,,84.2,1,17,6,8,8,0,2,1,16,156,images/02558_PMC3317104_002_01.png,train_data/table/pubtabnet/val/PMC3317104_002_01.png
3920,PMC3733957_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.07594936708860756,0.9873417721518988,0.9113924050632912,,,83.95,2,7,9,8,6,2,2,3,18,95,images/03920_PMC3733957_004_00.png,train_data/table/pubtabnet/val/PMC3733957_004_00.png
4008,PMC3941946_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header;tall_table,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.0,0.42559523809523814,0.42559523809523814,,,83.6,2,41,7,5,5,0,2,1,10,383,images/04008_PMC3941946_005_00.png,train_data/table/pubtabnet/val/PMC3941946_005_00.png
2042,PMC4152591_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.3724696356275303,1.0,0.6275303643724697,,,83.2,3,40,5,4,3,1,3,2,11,289,images/02042_PMC4152591_004_00.png,train_data/table/pubtabnet/val/PMC4152591_004_00.png
4674,PMC4041041_006_00.png,row_col_span;long_range_dependency;vertical_dependency,,vertical branch / rowspan evidence;long-range relation evidence,0.23076923076923073,0.8269230769230769,0.5961538461538461,,,83.0,1,11,4,8,8,0,6,1,30,72,images/04674_PMC4041041_006_00.png,train_data/table/pubtabnet/val/PMC4041041_006_00.png
1861,PMC4462005_007_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.0,0.630071599045346,0.630071599045346,,,82.5,2,28,14,4,0,4,1,4,16,452,images/01861_PMC4462005_007_00.png,train_data/table/pubtabnet/val/PMC4462005_007_00.png
4084,PMC5708064_009_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6022727272727273,1.0,0.3977272727272727,,,81.75,2,10,7,7,4,3,5,2,17,105,images/04084_PMC5708064_009_00.png,train_data/table/pubtabnet/val/PMC5708064_009_00.png
4726,PMC5696738_002_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.08730158730158732,1.0,0.9126984126984127,,,81.6,1,39,2,6,0,6,1,2,12,172,images/04726_PMC5696738_002_00.png,train_data/table/pubtabnet/val/PMC5696738_002_00.png
1415,PMC5201368_007_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.711340206185567,1.0,0.28865979381443296,,,81.6,3,9,10,5,2,4,3,6,21,112,images/01415_PMC5201368_007_00.png,train_data/table/pubtabnet/val/PMC5201368_007_00.png
2548,PMC4237466_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,80.65,2,11,6,7,6,1,3,3,21,99,images/02548_PMC4237466_003_00.png,train_data/table/pubtabnet/val/PMC4237466_003_00.png
3063,PMC4295409_006_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.2168674698795181,0.6071428571428572,0.3902753872633391,,,80.3,2,8,9,6,1,5,2,8,18,98,images/03063_PMC4295409_006_01.png,train_data/table/pubtabnet/val/PMC4295409_006_01.png
636,PMC4016920_002_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,79.9,1,23,4,6,6,0,5,1,22,144,images/00636_PMC4016920_002_00.png,train_data/table/pubtabnet/val/PMC4016920_002_00.png
4402,PMC2830186_011_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.20805369127516782,1.0,0.7919463087248322,,,79.85,2,23,5,6,0,6,1,2,12,177,images/04402_PMC2830186_011_00.png,train_data/table/pubtabnet/val/PMC2830186_011_00.png
302,PMC6009864_003_01.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence;axis ablation evidence,0.3805970149253731,0.3805970149253731,0.0,0.050000000000000044,0.050000000000000044,79.1,2,16,7,5,0,5,1,7,26,142,images/00302_PMC6009864_003_01.png,train_data/table/pubtabnet/val/PMC6009864_003_01.png
2390,PMC5265228_003_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.17647058823529416,1.0,0.8235294117647058,,,78.9,2,11,8,6,4,3,3,3,19,120,images/02390_PMC5265228_003_00.png,train_data/table/pubtabnet/val/PMC5265228_003_00.png
1960,PMC5787441_008_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,1.0,0.3142857142857143,-0.6857142857142857,,,77.3,2,12,8,6,0,6,1,4,24,124,images/01960_PMC5787441_008_00.png,train_data/table/pubtabnet/val/PMC5787441_008_00.png
2274,PMC4599587_004_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.27234042553191484,1.0,0.7276595744680852,,,77.1,2,38,5,4,3,1,2,2,8,278,images/02274_PMC4599587_004_00.png,train_data/table/pubtabnet/val/PMC4599587_004_00.png
1295,PMC5502982_007_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.3205128205128205,1.0,0.6794871794871795,,,76.0,3,13,5,5,1,4,3,5,21,94,images/01295_PMC5502982_007_01.png,train_data/table/pubtabnet/val/PMC5502982_007_01.png
3151,PMC1796870_005_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,1.0,0.18705035971223016,-0.8129496402877698,,,75.9,1,27,4,5,0,5,1,4,20,166,images/03151_PMC1796870_005_00.png,train_data/table/pubtabnet/val/PMC1796870_005_00.png
1495,PMC5430352_005_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header;wide_table,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.46153846153846156,1.0,0.5384615384615384,,,75.4,2,9,8,7,7,0,2,1,14,108,images/01495_PMC5430352_005_01.png,train_data/table/pubtabnet/val/PMC5430352_005_01.png
2378,PMC3196921_007_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;tall_table;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.6246973365617434,1.0,0.3753026634382566,,,74.8,1,38,9,4,0,4,1,2,8,430,images/02378_PMC3196921_007_00.png,train_data/table/pubtabnet/val/PMC3196921_007_00.png
3102,PMC3142681_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.564516129032258,1.0,0.435483870967742,,,74.7,3,20,8,4,1,3,3,2,9,211,images/03102_PMC3142681_005_00.png,train_data/table/pubtabnet/val/PMC3142681_005_00.png
1004,PMC5670182_005_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,1.0,0.08910891089108908,-0.9108910891089109,,,74.65,1,15,5,6,0,6,1,5,30,103,images/01004_PMC5670182_005_00.png,train_data/table/pubtabnet/val/PMC5670182_005_00.png
1652,PMC4731974_006_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.27380952380952384,1.0,0.7261904761904762,,,74.25,2,11,7,5,1,4,2,7,22,101,images/01652_PMC4731974_006_00.png,train_data/table/pubtabnet/val/PMC4731974_006_00.png
3344,PMC5312385_001_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.5217391304347826,1.0,0.4782608695652174,,,74.25,2,11,7,5,1,4,2,7,22,101,images/03344_PMC5312385_001_00.png,train_data/table/pubtabnet/val/PMC5312385_001_00.png
3495,PMC5785837_003_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.21705426356589153,1.0,0.7829457364341085,,,74.0,1,21,5,5,0,5,1,5,25,146,images/03495_PMC5785837_003_00.png,train_data/table/pubtabnet/val/PMC5785837_003_00.png
2272,PMC3715828_001_00.png,multi_level_header;row_col_span;long_range_dependency;horizontal_dependency;hierarchical_span_header;tall_table;wide_table,,multi-level header with span;horizontal branch / colspan evidence;long-range relation evidence,0.5957446808510638,1.0,0.4042553191489362,,,72.8,2,15,11,5,0,5,1,2,10,209,images/02272_PMC3715828_001_00.png,train_data/table/pubtabnet/val/PMC3715828_001_00.png
3904,PMC6048695_001_00.png,row_col_span;long_range_dependency;vertical_dependency;tall_table,,vertical branch / rowspan evidence;long-range relation evidence,0.0,0.6756756756756757,0.6756756756756757,,,72.75,1,18,3,6,6,0,5,1,19,99,images/03904_PMC6048695_001_00.png,train_data/table/pubtabnet/val/PMC6048695_001_00.png
474,PMC3752638_005_00.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,dual_branch_complementary;full_mamba_strong_gain_vs_single_axis,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence;axis ablation evidence,0.9821428571428571,0.9818181818181818,-0.00032467532467528315,0.32727272727272727,0.32727272727272727,70.7,2,54,5,3,1,2,2,2,6,388,images/00474_PMC3752638_005_00.png,train_data/table/pubtabnet/val/PMC3752638_005_00.png
3601,PMC4075977_004_00.png,row_col_span;long_range_dependency;horizontal_dependency;wide_table,,horizontal branch / colspan evidence;long-range relation evidence,0.4473684210526315,1.0,0.5526315789473685,,,70.0,1,14,10,3,0,3,1,10,30,154,images/03601_PMC4075977_004_00.png,train_data/table/pubtabnet/val/PMC4075977_004_00.png
571,PMC5740719_004_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.3435897435897436,1.0,0.6564102564102564,1.0,1.0,69.4,1,32,5,3,0,3,1,5,15,225,images/00571_PMC5740719_004_00.png,train_data/table/pubtabnet/val/PMC5740719_004_00.png
4880,PMC4332189_003_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;tall_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.0,1.0,1.0,,,68.8,2,20,7,3,2,1,3,5,11,187,images/04880_PMC4332189_003_01.png,train_data/table/pubtabnet/val/PMC4332189_003_01.png
4717,PMC4365553_005_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;hierarchical_span_header;wide_table,,multi-level header with span;vertical branch / rowspan evidence;long-range relation evidence,0.4057971014492754,1.0,0.5942028985507246,,,68.65,2,13,9,5,5,0,2,1,10,157,images/04717_PMC4365553_005_01.png,train_data/table/pubtabnet/val/PMC4365553_005_01.png
1921,PMC4646885_005_01.png,multi_level_header;row_col_span;long_range_dependency;vertical_dependency;horizontal_dependency;hierarchical_span_header;wide_table,,multi-level header with span;horizontal branch / colspan evidence;vertical branch / rowspan evidence;long-range relation evidence,0.6848484848484848,1.0,0.3151515151515152,,,68.0,2,14,11,2,1,1,2,10,12,182,images/01921_PMC4646885_005_01.png,train_data/table/pubtabnet/val/PMC4646885_005_01.png
4992,PMC5828066_005_00.png,row_col_span;long_range_dependency;horizontal_dependency;tall_table,,horizontal branch / colspan evidence;long-range relation evidence,0.020408163265306145,1.0,0.9795918367346939,,,67.9,1,19,4,5,0,5,1,4,20,118,images/04992_PMC5828066_005_00.png,train_data/table/pubtabnet/val/PMC5828066_005_00.png
